"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_675_length_1718_cov_5_733699_S009-141","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_675_length_1718_cov_5_733699_S009-141","0"
"NODE_676_length_1627_cov_4_411613_S011-9","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_676_length_1627_cov_4_411613_S011-9","0"
"NODE_677_length_2233_cov_3_191095_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_677_length_2233_cov_3_191095_S006-52","0"
"NODE_6781_length_926_cov_10_227326_S010-136","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_6781_length_926_cov_10_227326_S010-136","0"
"NODE_679_length_1046_cov_6_422085_S007-50","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_679_length_1046_cov_6_422085_S007-50","0"
"NODE_68_length_1329_cov_6_152556_S004-49","Viruses","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_1329_cov_6_152556_S004-49","0"
"NODE_68_length_2283_cov_9_586582_S006-68","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_2283_cov_9_586582_S006-68","0"
"NODE_68_length_2466_cov_2_075345_S010-143","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID812","Singleton_ClusterID7339","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_2466_cov_2_075345_S010-143","0"
"NODE_68_length_3077_cov_5_073667_S009-201","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_3077_cov_5_073667_S009-201","0"
"NODE_68_length_3169_cov_4_492885_S003-179","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_3169_cov_4_492885_S003-179","0"
"NODE_68_length_3755_cov_10_812126_S010-64","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID813","SURE_ClusterID4473","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_3755_cov_10_812126_S010-64","0"
"NODE_68_length_3817_cov_3_287701_S011-34","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_3817_cov_3_287701_S011-34","0"
"NODE_68_length_3876_cov_9_599368_S004-194","Viruses","Siphoviridae","Siphoviridae","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_3876_cov_9_599368_S004-194","0"
"NODE_68_length_4209_cov_5_951355_S010-146","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_4209_cov_5_951355_S010-146","0"
"NODE_68_length_4880_cov_117_754945_S007-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID814","NOTSURE_ClusterID4782","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_4880_cov_117_754945_S007-7","0"
"NODE_68_length_5075_cov_6_128451_S011-11","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID171","SURE_ClusterID1521","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_5075_cov_6_128451_S011-11","0"
"NODE_68_length_5703_cov_6_266442_S011-17","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID543","NOTSURE_ClusterID1497","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_5703_cov_6_266442_S011-17","0"
"NODE_68_length_8537_cov_44_055910_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_68_length_8537_cov_44_055910_S005-199","0"
"NODE_684_length_1216_cov_2_069359_S011-2","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_684_length_1216_cov_2_069359_S011-2","0"
"NODE_684_length_1662_cov_73_891483_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID219","NOTSURE_ClusterID2548","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_684_length_1662_cov_73_891483_S005-199","0"
"NODE_687_length_955_cov_11_142369_S004-194","Viruses","Siphoviridae","Siphoviridae","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_687_length_955_cov_11_142369_S004-194","0"
"NODE_688_length_2520_cov_6_281212_S011-17","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID543","NOTSURE_ClusterID1497","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_688_length_2520_cov_6_281212_S011-17","0"
"NODE_69_length_1781_cov_2_831573_S011-39","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID815","Singleton_ClusterID7365","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_1781_cov_2_831573_S011-39","0"
"NODE_69_length_1782_cov_4_294428_S003-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_1782_cov_4_294428_S003-13","0"
"NODE_69_length_1964_cov_12_367250_S005-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_1964_cov_12_367250_S005-149","0"
"NODE_69_length_2137_cov_10_028641_S004-75","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID720","SURE_ClusterID6683","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_2137_cov_10_028641_S004-75","0"
"NODE_69_length_2367_cov_6_272489_S007-84","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID376","NOTSURE_ClusterID3757","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_2367_cov_6_272489_S007-84","0"
"NODE_69_length_2900_cov_6_481049_S009-89","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_2900_cov_6_481049_S009-89","0"
"NODE_69_length_3131_cov_12_739358_S011-87","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_3131_cov_12_739358_S011-87","0"
"NODE_69_length_3770_cov_10_947739_S003-110","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID15","NOTSURE_ClusterID20","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_3770_cov_10_947739_S003-110","0"
"NODE_69_length_3872_cov_5_767325_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_3872_cov_5_767325_S004-194","0"
"NODE_69_length_4035_cov_6_097271_S010-146","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID816","NOTSURE_ClusterID926","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_4035_cov_6_097271_S010-146","0"
"NODE_69_length_4492_cov_15_139977_S009-193","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID485","SURE_ClusterID4620","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_69_length_4492_cov_15_139977_S009-193","0"
"NODE_697_length_1953_cov_8_793177_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID153","NOTSURE_ClusterID1959","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_697_length_1953_cov_8_793177_S003-174","0"
"NODE_698_length_1641_cov_6_162404_S010-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_698_length_1641_cov_6_162404_S010-3","0"
"NODE_7_length_10871_cov_24_264684_S009-244","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_10871_cov_24_264684_S009-244","0"
"NODE_7_length_11095_cov_7_187148_S006-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID406","NOTSURE_ClusterID4093","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_11095_cov_7_187148_S006-124","0"
"NODE_7_length_11106_cov_10_335298_S005-43","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID260","SURE_ClusterID2571","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_11106_cov_10_335298_S005-43","0"
"NODE_7_length_11342_cov_26_912650_S005-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID567","SURE_ClusterID5423","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_11342_cov_26_912650_S005-50","0"
"NODE_7_length_11818_cov_15_072396_S004-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_11818_cov_15_072396_S004-3","0"
"NODE_7_length_12737_cov_25_637520_S009-229","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_12737_cov_25_637520_S009-229","0"
"NODE_7_length_13004_cov_19_076507_S010-88","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_13004_cov_19_076507_S010-88","0"
"NODE_7_length_14022_cov_13_310864_S009-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID431","NOTSURE_ClusterID4121","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_14022_cov_13_310864_S009-94","0"
"NODE_7_length_14328_cov_17_570346_S011-1","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID817","Singleton_ClusterID7391","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_14328_cov_17_570346_S011-1","0"
"NODE_7_length_14501_cov_20_338325_S006-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_70_0",NA,NA,"Singleton_ClusterID818","SURE_ClusterID7392","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_14501_cov_20_338325_S006-128","0"
"NODE_7_length_14849_cov_343_138844_S005-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_14849_cov_343_138844_S005-3","0"
"NODE_7_length_15320_cov_10_218986_S009-116","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID176","NOTSURE_ClusterID1621","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_15320_cov_10_218986_S009-116","0"
"NODE_7_length_15393_cov_12_580047_S009-16","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID69","SURE_ClusterID82","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_15393_cov_12_580047_S009-16","0"
"NODE_7_length_15545_cov_64_842338_S011-93","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID43","NOTSURE_ClusterID441","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_15545_cov_64_842338_S011-93","0"
"NODE_7_length_15924_cov_617_592352_S010-103","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID296","NOTSURE_ClusterID1284","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_15924_cov_617_592352_S010-103","0"
"NODE_7_length_16036_cov_14_748794_S009-8","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID152","SURE_ClusterID1076","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_16036_cov_14_748794_S009-8","0"
"NODE_7_length_16455_cov_32_942484_S009-181","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID819","SURE_ClusterID7394","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_16455_cov_32_942484_S009-181","0"
"NODE_7_length_16791_cov_23_325954_S009-201","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID820","Singleton_ClusterID7395","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_16791_cov_23_325954_S009-201","0"
"NODE_7_length_17009_cov_13_986239_S005-44","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_17009_cov_13_986239_S005-44","0"
"NODE_7_length_17233_cov_15_555083_S003-192","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_17233_cov_15_555083_S003-192","0"
"NODE_7_length_17479_cov_2142_184438_S007-84","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","Overlap (VC_70/VC_71)",NA,NA,"Singleton_ClusterID821","Singleton_ClusterID7396","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_17479_cov_2142_184438_S007-84","0"
"NODE_7_length_17545_cov_21_665503_S007-54","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_17545_cov_21_665503_S007-54","0"
"NODE_7_length_17613_cov_43_114165_S006-186","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID464","NOTSURE_ClusterID4471","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_17613_cov_43_114165_S006-186","0"
"NODE_7_length_18547_cov_12_634976_S010-146","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID26","SURE_ClusterID31","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_18547_cov_12_634976_S010-146","0"
"NODE_7_length_19772_cov_22_355116_S010-144","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID74","NOTSURE_ClusterID90","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_19772_cov_22_355116_S010-144","0"
"NODE_7_length_19815_cov_26_495744_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_19815_cov_26_495744_S003-195","0"
"NODE_7_length_20235_cov_88_194414_S004-106","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID497","NOTSURE_ClusterID2685","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_20235_cov_88_194414_S004-106","0"
"NODE_7_length_20554_cov_82_606632_S011-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID746","NOTSURE_ClusterID6830","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_20554_cov_82_606632_S011-4","0"
"NODE_7_length_20838_cov_32_863976_S007-60","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID351","NOTSURE_ClusterID362","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_20838_cov_32_863976_S007-60","0"
"NODE_7_length_21539_cov_22_875780_S006-47","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID68","NOTSURE_ClusterID81","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_21539_cov_22_875780_S006-47","0"
"NODE_7_length_21581_cov_31_022554_S011-87","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_21581_cov_31_022554_S011-87","0"
"NODE_7_length_21701_cov_59_011284_S009-141","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID779","NOTSURE_ClusterID2608","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_21701_cov_59_011284_S009-141","0"
"NODE_7_length_25697_cov_18_574356_S010-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_157_0",NA,NA,"NOTSURE_ClusterID428","NOTSURE_ClusterID4113","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_25697_cov_18_574356_S010-137","0"
"NODE_7_length_26262_cov_20_605117_S004-114","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID218","NOTSURE_ClusterID1951","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_26262_cov_20_605117_S004-114","0"
"NODE_7_length_33881_cov_37_761685_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID822","SURE_ClusterID3268","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_33881_cov_37_761685_S007-86","0"
"NODE_7_length_34394_cov_104_371390_S010-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_34394_cov_104_371390_S010-149","0"
"NODE_7_length_35013_cov_2082_451168_S010-139","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_156_0",NA,NA,"NOTSURE_ClusterID613","NOTSURE_ClusterID5705","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_35013_cov_2082_451168_S010-139","0"
"NODE_7_length_35493_cov_52_110769_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID823","Singleton_ClusterID7398","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_35493_cov_52_110769_S004-153","0"
"NODE_7_length_37055_cov_118_723160_S009-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_156_0",NA,NA,"Singleton_ClusterID824","Singleton_ClusterID7399","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_37055_cov_118_723160_S009-78","0"
"NODE_7_length_4837_cov_6_008613_S009-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_4837_cov_6_008613_S009-4","0"
"NODE_7_length_4901_cov_42_579187_S005-126","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID825","SURE_ClusterID6697","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_4901_cov_42_579187_S005-126","0"
"NODE_7_length_5684_cov_136_378277_S006-76","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_5684_cov_136_378277_S006-76","0"
"NODE_7_length_5865_cov_7_627505_S003-162","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID129","NOTSURE_ClusterID3894","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_5865_cov_7_627505_S003-162","0"
"NODE_7_length_8947_cov_14_692559_S003-122","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID22","NOTSURE_ClusterID27","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_8947_cov_14_692559_S003-122","0"
"NODE_7_length_9192_cov_4_999122_S006-188","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_7_length_9192_cov_4_999122_S006-188","0"
"NODE_70_length_1510_cov_3_705513_S010-38","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID826","Singleton_ClusterID7401","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_1510_cov_3_705513_S010-38","0"
"NODE_70_length_1677_cov_5_626250_S004-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_1677_cov_5_626250_S004-13","0"
"NODE_70_length_1714_cov_5_466707_S009-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID431","NOTSURE_ClusterID4121","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_1714_cov_5_466707_S009-94","0"
"NODE_70_length_1749_cov_2_714713_S004-61","Viruses","Myoviridae","Myoviridae","Vibrio phage ValB1MD","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID827","SURE_ClusterID3800","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_1749_cov_2_714713_S004-61","Vibrio phage ValB1MD"
"NODE_70_length_1990_cov_7_525876_S010-7","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_1990_cov_7_525876_S010-7","0"
"NODE_70_length_2238_cov_8_455345_S009-90","Viruses","Myoviridae","Myoviridae","Streptococcus phage EJ-1","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID828","Singleton_ClusterID7403","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_2238_cov_8_455345_S009-90","Streptococcus phage EJ-1"
"NODE_70_length_3043_cov_7_979434_S007-31","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_3043_cov_7_979434_S007-31","0"
"NODE_70_length_3394_cov_16_001809_S006-28","Viruses","Siphoviridae","Cbastvirus","Cellulophaga virus ST","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID275","NOTSURE_ClusterID3054","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_3394_cov_16_001809_S006-28","Cellulophaga virus ST"
"NODE_70_length_3747_cov_12_318801_S010-64","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID813","SURE_ClusterID4473","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_3747_cov_12_318801_S010-64","0"
"NODE_70_length_4413_cov_13_147832_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_4413_cov_13_147832_S007-86","0"
"NODE_70_length_4575_cov_4_777457_S005-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID829","NOTSURE_ClusterID3720","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_70_length_4575_cov_4_777457_S005-108","0"
