"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_62_length_5692_cov_10_333393_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_62_length_5692_cov_10_333393_S004-153","0"
"NODE_62_length_5737_cov_5_241519_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID792","Singleton_ClusterID7171","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_62_length_5737_cov_5_241519_S011-15","0"
"NODE_620_length_1199_cov_5_767380_S011-6","Viruses","Siphoviridae","Siphoviridae","Streptococcus phage Dp-1","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_620_length_1199_cov_5_767380_S011-6","Streptococcus phage Dp-1"
"NODE_622_length_906_cov_6_759952_S010-184","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_622_length_906_cov_6_759952_S010-184","0"
"NODE_6220_length_839_cov_8_409449_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_6220_length_839_cov_8_409449_S003-174","0"
"NODE_623_length_1419_cov_2_439642_S005-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_623_length_1419_cov_2_439642_S005-108","0"
"NODE_625_length_1475_cov_5_672389_S007-71","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_625_length_1475_cov_5_672389_S007-71","0"
"NODE_627_length_1333_cov_5_155255_S005-101","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_627_length_1333_cov_5_155255_S005-101","0"
"NODE_628_length_1448_cov_6_404814_S007-67","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_628_length_1448_cov_6_404814_S007-67","0"
"NODE_63_length_1361_cov_25_680685_S006-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_1361_cov_25_680685_S006-124","0"
"NODE_63_length_2236_cov_4_934229_S004-75","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID793","Singleton_ClusterID7201","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_2236_cov_4_934229_S004-75","0"
"NODE_63_length_2241_cov_16_571165_S011-52","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID794","Singleton_ClusterID7202","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_2241_cov_16_571165_S011-52","0"
"NODE_63_length_2293_cov_9_942690_S005-167","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID437","NOTSURE_ClusterID1396","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_2293_cov_9_942690_S005-167","0"
"NODE_63_length_3264_cov_6_317854_S009-70","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID795","Singleton_ClusterID7203","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_3264_cov_6_317854_S009-70","0"
"NODE_63_length_4020_cov_3_610703_S011-34","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID682","NOTSURE_ClusterID122","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4020_cov_3_610703_S011-34","0"
"NODE_63_length_4123_cov_11_579338_S004-114","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4123_cov_11_579338_S004-114","0"
"NODE_63_length_4578_cov_10_100866_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4578_cov_10_100866_S007-86","0"
"NODE_63_length_4643_cov_6_616732_S011-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID238","NOTSURE_ClusterID2397","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4643_cov_6_616732_S011-28","0"
"NODE_63_length_4654_cov_8_685165_S010-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4654_cov_8_685165_S010-108","0"
"NODE_63_length_4829_cov_7_877946_S011-10","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID79","NOTSURE_ClusterID97","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_63_length_4829_cov_7_877946_S011-10","0"
"NODE_631_length_3043_cov_5_892111_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_631_length_3043_cov_5_892111_S010-123","0"
"NODE_632_length_951_cov_2_921053_S010-139","Viruses","Siphoviridae","Unaquatrovirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_632_length_951_cov_2_921053_S010-139","0"
"NODE_633_length_1327_cov_5_792000_S005-101","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_633_length_1327_cov_5_792000_S005-101","0"
"NODE_633_length_3039_cov_2_262998_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_633_length_3039_cov_2_262998_S010-123","0"
"NODE_633_length_4333_cov_11_198073_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID796","Singleton_ClusterID7211","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_633_length_4333_cov_11_198073_S010-136","0"
"NODE_633_length_950_cov_10_623139_S010-139","Viruses","Siphoviridae","Skunavirus","Lactococcus phage 66901","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID324","SURE_ClusterID3270","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_633_length_950_cov_10_623139_S010-139","Lactococcus phage 66901"
"NODE_634_length_1470_cov_1_995693_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID557","SURE_ClusterID5306","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_634_length_1470_cov_1_995693_S007-71","0"
"NODE_635_length_3092_cov_25_167164_S003-169","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID267","NOTSURE_ClusterID8","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_635_length_3092_cov_25_167164_S003-169","0"
"NODE_636_length_1358_cov_43_846995_S010-133","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID210","SURE_ClusterID2128","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_636_length_1358_cov_43_846995_S010-133","0"
"NODE_64_length_1386_cov_3_304049_S004-49","Viruses","Myoviridae","Firehammervirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_1386_cov_3_304049_S004-49","0"
"NODE_64_length_2285_cov_4_475996_S005-167","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID797","Singleton_ClusterID7225","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_2285_cov_4_475996_S005-167","0"
"NODE_64_length_2556_cov_5_562727_S006-186","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_2556_cov_5_562727_S006-186","0"
"NODE_64_length_2691_cov_8_478959_S009-124","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_2691_cov_8_478959_S009-124","0"
"NODE_64_length_2826_cov_8_180065_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_2826_cov_8_180065_S007-137","0"
"NODE_64_length_3129_cov_19_692333_S007-19","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_3129_cov_19_692333_S007-19","0"
"NODE_64_length_3235_cov_4_585180_S007-31","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID798","Singleton_ClusterID7228","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_3235_cov_4_585180_S007-31","0"
"NODE_64_length_3251_cov_5_844675_S003-179","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_3251_cov_5_844675_S003-179","0"
"NODE_64_length_3571_cov_4_677733_S009-244","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_3571_cov_4_677733_S009-244","0"
"NODE_64_length_3988_cov_9_698031_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_3988_cov_9_698031_S004-194","0"
"NODE_64_length_4395_cov_7_141964_S011-1","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_4395_cov_7_141964_S011-1","0"
"NODE_64_length_4683_cov_4_431611_S005-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_4683_cov_4_431611_S005-108","0"
"NODE_64_length_5284_cov_4_741694_S011-11","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_5284_cov_4_741694_S011-11","0"
"NODE_64_length_5637_cov_5_497662_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID636","NOTSURE_ClusterID5827","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_5637_cov_5_497662_S011-15","0"
"NODE_64_length_5840_cov_7_449072_S011-17","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID247","SURE_ClusterID2557","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_64_length_5840_cov_7_449072_S011-17","0"
"NODE_640_length_945_cov_20_543779_S010-139","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID799","Singleton_ClusterID7232","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_640_length_945_cov_20_543779_S010-139","0"
"NODE_641_length_1269_cov_3_654362_S010-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_641_length_1269_cov_3_654362_S010-108","0"
"NODE_643_length_1240_cov_3_257094_S003-29","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_643_length_1240_cov_3_257094_S003-29","0"
"NODE_644_length_943_cov_3_846420_S010-139","Viruses","Siphoviridae","Skunavirus","Lactococcus lactis phage P475","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID800","Singleton_ClusterID7244","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_644_length_943_cov_3_846420_S010-139","Lactococcus lactis phage P475"
"NODE_647_length_939_cov_10_742459_S010-139","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_647_length_939_cov_10_742459_S010-139","0"
"NODE_649_length_1798_cov_8_845439_S007-60","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID637","SURE_ClusterID6759","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_649_length_1798_cov_8_845439_S007-60","0"
"NODE_65_length_1323_cov_104_184591_S005-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_1323_cov_104_184591_S005-3","0"
"NODE_65_length_2091_cov_7_747269_S006-188","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID801","Singleton_ClusterID7256","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_2091_cov_7_747269_S006-188","0"
"NODE_65_length_2207_cov_6_281221_S011-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_2207_cov_6_281221_S011-52","0"
"NODE_65_length_2421_cov_3_360495_S004-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID193","SURE_ClusterID7259","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_2421_cov_3_360495_S004-78","0"
"NODE_65_length_2933_cov_4_735644_S009-89","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_2933_cov_4_735644_S009-89","0"
"NODE_65_length_3390_cov_5_559312_S004-178","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID607","NOTSURE_ClusterID5183","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_3390_cov_5_559312_S004-178","0"
"NODE_65_length_3938_cov_4_207977_S011-34","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_3938_cov_4_207977_S011-34","0"
"NODE_65_length_4864_cov_127_676624_S003-190","Viruses","Siphoviridae","Skunavirus","Lactococcus phage 51701","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID303","SURE_ClusterID2992","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_4864_cov_127_676624_S003-190","Lactococcus phage 51701"
"NODE_65_length_5601_cov_4_366763_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID95","NOTSURE_ClusterID267","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_5601_cov_4_366763_S011-15","0"
"NODE_65_length_8728_cov_14_780719_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID629","SURE_ClusterID152","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_65_length_8728_cov_14_780719_S005-199","0"
"NODE_651_length_1097_cov_2_806863_S011-11","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID802","Singleton_ClusterID7262","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_651_length_1097_cov_2_806863_S011-11","0"
"NODE_651_length_1235_cov_4_502591_S003-29","Viruses","Siphoviridae","Sextaecvirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID803","Singleton_ClusterID7263","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_651_length_1235_cov_4_502591_S003-29","0"
"NODE_654_length_2272_cov_4_658770_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_654_length_2272_cov_4_658770_S006-52","0"
"NODE_658_length_1637_cov_5_453205_S009-8","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_658_length_1637_cov_5_453205_S009-8","0"
"NODE_658_length_2269_cov_2_999544_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_658_length_2269_cov_2_999544_S006-52","0"
"NODE_6587_length_819_cov_11_109164_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_6587_length_819_cov_11_109164_S003-174","0"
"NODE_659_length_1645_cov_6_655612_S009-159","Viruses","Siphoviridae","Siphoviridae","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_659_length_1645_cov_6_655612_S009-159","0"
"NODE_66_length_15648_cov_1139_625329_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID804","Singleton_ClusterID7286","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_15648_cov_1139_625329_S010-136","0"
"NODE_66_length_2382_cov_2_982213_S004-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_2382_cov_2_982213_S004-78","0"
"NODE_66_length_2510_cov_4_273736_S006-186","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_2510_cov_4_273736_S006-186","0"
"NODE_66_length_2827_cov_5_478545_S009-181","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_2827_cov_5_478545_S009-181","0"
"NODE_66_length_2930_cov_5_800561_S009-89","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_2930_cov_5_800561_S009-89","0"
"NODE_66_length_3219_cov_6_044558_S011-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID805","Singleton_ClusterID7289","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_3219_cov_6_044558_S011-4","0"
"NODE_66_length_3367_cov_4_582675_S009-182","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID806","Singleton_ClusterID7290","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_3367_cov_4_582675_S009-182","0"
"NODE_66_length_3875_cov_6_260137_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_3875_cov_6_260137_S010-184","0"
"NODE_66_length_3911_cov_9_369588_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID120","NOTSURE_ClusterID692","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_3911_cov_9_369588_S004-194","0"
"NODE_66_length_4546_cov_39_314836_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID80","NOTSURE_ClusterID99","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_4546_cov_39_314836_S007-86","0"
"NODE_66_length_7817_cov_10_144574_S003-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID807","NOTSURE_ClusterID312","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_7817_cov_10_144574_S003-194","0"
"NODE_66_length_8671_cov_25_497440_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID145","NOTSURE_ClusterID1065","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_66_length_8671_cov_25_497440_S010-123","0"
"NODE_660_length_2562_cov_4_664789_S003-99","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_660_length_2562_cov_4_664789_S003-99","0"
"NODE_661_length_1167_cov_2_044037_S007-61","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_661_length_1167_cov_2_044037_S007-61","0"
"NODE_661_length_1309_cov_6_957792_S005-101","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_661_length_1309_cov_6_957792_S005-101","0"
"NODE_661_length_1584_cov_4_727936_S007-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_661_length_1584_cov_4_727936_S007-63","0"
"NODE_661_length_867_cov_4_056962_S009-244","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_661_length_867_cov_4_056962_S009-244","0"
"NODE_662_length_1524_cov_41_234278_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID534","NOTSURE_ClusterID5176","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_662_length_1524_cov_41_234278_S011-15","0"
"NODE_664_length_1473_cov_8_214900_S007-44","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID242","SURE_ClusterID3416","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_664_length_1473_cov_8_214900_S007-44","0"
"NODE_667_length_1230_cov_5_750217_S007-72","Viruses","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID808","SURE_ClusterID4428","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_667_length_1230_cov_5_750217_S007-72","0"
"NODE_667_length_2252_cov_7_870345_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_667_length_2252_cov_7_870345_S006-52","0"
"NODE_668_length_1043_cov_7_964803_S007-137","Viruses","unclassified Viruses","unclassified Viruses","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_668_length_1043_cov_7_964803_S007-137","0"
"NODE_669_length_1682_cov_4_520249_S005-199","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID809","Singleton_ClusterID7311","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_669_length_1682_cov_4_520249_S005-199","0"
"NODE_67_length_2172_cov_2_867303_S010-21","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_2172_cov_2_867303_S010-21","0"
"NODE_67_length_2250_cov_2_817763_S010-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_2250_cov_2_817763_S010-94","0"
"NODE_67_length_2261_cov_13_227564_S006-20","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID810","SURE_ClusterID4567","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_2261_cov_13_227564_S006-20","0"
"NODE_67_length_2810_cov_23_813758_S009-181","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_2810_cov_23_813758_S009-181","0"
"NODE_67_length_3189_cov_3_572301_S003-179","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_3189_cov_3_572301_S003-179","0"
"NODE_67_length_4087_cov_3_347631_S003-192","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID153","NOTSURE_ClusterID1959","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_4087_cov_3_347631_S003-192","0"
"NODE_67_length_4504_cov_2_568331_S011-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_4504_cov_2_568331_S011-28","0"
"NODE_67_length_4521_cov_68_470972_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID811","Singleton_ClusterID7314","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_4521_cov_68_470972_S007-86","0"
"NODE_67_length_8593_cov_29_489667_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_67_length_8593_cov_29_489667_S005-199","0"
"NODE_671_length_1429_cov_4_692308_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_671_length_1429_cov_4_692308_S007-71","0"
"NODE_671_length_2494_cov_4_802234_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_671_length_2494_cov_4_802234_S003-195","0"
"NODE_674_length_1039_cov_5_793139_S005-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_674_length_1039_cov_5_793139_S005-63","0"
"NODE_674_length_968_cov_4_803591_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_674_length_968_cov_4_803591_S004-194","0"
